source,issn,n,classe,sinais_curadoria,doaj,scimago,qualis_estilo,apc,retratacoes,citacao_media
International Journal of Health Science,27640159,11,Verificar,0,False,False,False,False,0,0.1
Revista PET Brasil.,29650356,11,Verificar,0,False,False,False,False,0,0.0
Revista Sociedade Científica,25958402,11,Verificar,0,False,False,False,False,0,0.0
Revista de Atenção à Saúde,23594330,11,Verificar,0,False,False,False,False,0,0.6
Concilium,00105236,10,Verificar,0,False,False,False,False,0,0.8
Ensino em Re-Vista,01043757,10,Verificar,0,False,False,False,False,0,0.8
RECIMA21 - Revista Científica Multidisciplinar - ISSN 2675-6218,26756218,10,Verificar,0,False,False,False,False,0,0.4
Journal of Agricultural Science,19169752,9,Verificar,0,False,False,False,False,0,4.7
Natureza Humana - Revista Internacional de Filosofia e Psicanálise,15172430,9,Verificar,0,False,False,False,False,0,1.1
Em Aberto,01041037,8,Verificar,0,False,False,False,False,0,2.0
Enfermagem em Foco,21774285,8,Verificar,0,False,False,False,False,0,4.0
Estudos Interdisciplinares sobre o Envelhecimento,15172473,8,Verificar,0,False,False,False,False,0,2.1
Nursing Edição Brasileira,14158264,8,Verificar,0,False,False,False,False,0,0.4
Revista Brasileira de Educação Ambiental (RevBEA),19800118,8,Verificar,0,False,False,False,False,0,1.6
Revista Brasileira de Ortopedia (English Edition),22554971,8,Verificar,0,False,False,False,False,0,5.8
Revista CPAQV - Centro de Pesquisas Avançadas em Qualidade de Vida,21787514,8,Verificar,0,False,False,False,False,0,0.0
Revista Inter-Ação,01017136,8,Verificar,0,False,False,False,False,0,0.4
Revista de Enfermagem do Centro-Oeste Mineiro,22366091,8,Verificar,0,False,False,False,False,0,3.8
Educação Matemática Pesquisa Revista do Programa de Estudos Pós-Graduados em Educação Matemática,15165388,7,Verificar,0,False,False,False,False,0,0.9
Journal of Medical and Biosciences Research.,29661668,7,Verificar,0,False,False,False,False,0,0.1
Lecturas: Educación física y deportes,15143465,7,Verificar,0,False,False,False,False,0,0.7
REMEA - Revista Eletrônica do Mestrado em Educação Ambiental,15171256,7,Verificar,0,False,False,False,False,0,3.0
Revista Brasileira de Tecnologia Agroindustrial,19813686,7,Verificar,0,False,False,False,False,0,0.1
Revista Campo-Território,18096271,7,Verificar,0,False,False,False,False,0,0.4
Revista Psicologia e Saúde,2177093X,7,Verificar,0,False,False,False,False,0,1.7
Revista de Gestão e Secretariado (Management and Administrative Professional Review),21789010,7,Verificar,0,False,False,False,False,0,0.4
Saúde Coletiva (Barueri),18063365,7,Verificar,0,False,False,False,False,0,0.1
Educere et Educare,18095208,6,Verificar,0,False,False,False,False,0,1.0
Ensino Saude e Ambiente,19837011,6,Verificar,0,False,False,False,False,0,1.3
Estudos Linguísticos (São Paulo 1978),14130939,6,Verificar,0,False,False,False,False,0,1.0
Fetal and Pediatric Pathology,15227952,6,Verificar,0,False,False,False,False,0,5.8
JMPHC | Journal of Management & Primary Health Care | ISSN 2179-6750,21796750,6,Verificar,0,False,False,False,False,0,0.5
Nucleus,16786602,6,Verificar,0,False,False,False,False,0,0.8
PARADIGMA,10112251,6,Verificar,0,False,False,False,False,0,0.2
Peer Review,15411389,6,Verificar,0,False,False,False,False,0,0.7
Psicologia Argumento,01037013,6,Verificar,0,False,False,False,False,0,0.0
Revista Eletrônica de Educação,19827199,6,Verificar,0,False,False,False,False,0,1.2
Revista Tópicos.,29656672,6,Verificar,0,False,False,False,False,0,0.0
Revista de Medicina,00348554,6,Verificar,0,False,False,False,False,0,0.8
Brazilian Journal of Animal and Environmental Research,2595573X,5,Verificar,0,False,False,False,False,0,0.2
Caderno Espaço Feminino,15169286,5,Verificar,0,False,False,False,False,0,0.8
Concilium,14147327,5,Verificar,0,False,False,False,False,0,0.0
International Journal for Innovation Education and Research,24112933,5,Verificar,0,False,False,False,False,0,3.4
Journal of Applied Physiology,01617567,5,Verificar,0,False,False,False,False,0,3.6
Journal of Nursing and Health,22361987,5,Verificar,0,False,False,False,False,0,1.2
Pensando - Revista de Filosofia,2178843X,5,Verificar,0,False,False,False,False,0,0.0
Perspectivas da Educação Matemática,19827652,5,Verificar,0,False,False,False,False,0,0.6
Perspectivas em Análise do Comportamento,21773548,5,Verificar,0,False,False,False,False,0,0.8
Quaestio revista de estudos em educação,15182886,5,Verificar,0,False,False,False,False,0,1.6
REVISTA SAÚDE MULTIDISCIPLINAR,23183780,5,Verificar,0,False,False,False,False,0,0.4
Revista Baiana Saúde Pública,01000233,5,Verificar,0,False,False,False,False,0,3.8
Revista Cocar,19819269,5,Verificar,0,False,False,False,False,0,0.0
Revista Contemporânea,24470961,5,Verificar,0,False,False,False,False,0,0.4
Revista Eletrônica Acervo Enfermagem,26747189,5,Verificar,0,False,False,False,False,0,3.0
Revista Inova Ciência & Tecnologia / Innovative Science & Technology Journal,24474924,5,Verificar,0,False,False,False,False,0,0.2
Revista JRG de Estudos Acadêmicos,25951661,5,Verificar,0,False,False,False,False,0,0.4
Revista Multidisciplinar do Nordeste Mineiro,21786925,5,Verificar,0,False,False,False,False,0,3.4
Revista Pesquisa Qualitativa,18090257,5,Verificar,0,False,False,False,False,0,4.6
Revista Recien,2177157X,5,Verificar,0,False,False,False,False,0,1.8
Revista do NUFEN/Revista do NUFEN. Série diálogos e diversidade,16797388,5,Verificar,0,False,False,False,False,0,0.2
Thaumazein - Revista Online de Filosofia,19822103,5,Verificar,0,False,False,False,False,0,0.0
Acústica e Vibrações,1983442X,4,Verificar,0,False,False,False,False,0,0.0
BARBAQUÁ,25269461,4,Verificar,0,False,False,False,False,0,0.0
Brazilian Journal of Production Engineering,24475580,4,Verificar,0,False,False,False,False,0,0.0
CAMINE: Caminhos da Educação = Camine: Ways of Education,21754217,4,Verificar,0,False,False,False,False,0,0.0
Ciencia & trabajo,07180306,4,Verificar,0,False,False,False,False,0,2.5
EDUCA - Revista Multidisciplinar em Educação,23592087,4,Verificar,0,False,False,False,False,0,1.8
Enfermagem Brasil,16782410,4,Verificar,0,False,False,False,False,0,2.2
Fisioterapia Brasil,15189740,4,Verificar,0,False,False,False,False,0,1.0
História da Ciência e Ensino construindo interfaces,21782911,4,Verificar,0,False,False,False,False,0,1.0
Journal of Engineering Research,27641317,4,Verificar,0,False,False,False,False,0,0.5
Kinesis,01028308,4,Verificar,0,False,False,False,False,0,0.5
Multi-Science Journal,23596902,4,Verificar,0,False,False,False,False,0,1.2
Olhares & Trilhas,15182851,4,Verificar,0,False,False,False,False,0,0.2
Periódicos Brasil Pesquisa Científica,26749432,4,Verificar,0,False,False,False,False,0,0.0
Pesquisa em Educação Ambiental,19801165,4,Verificar,0,False,False,False,False,0,0.2
PsicoFAE/Revista PsicoFAE,23161442,4,Verificar,0,False,False,False,False,0,0.0
Revista Brasileira de Climatologia,1980055X,4,Verificar,0,False,False,False,False,0,4.8
Revista Brasileira de Pós-Graduação,18068405,4,Verificar,0,False,False,False,False,0,0.0
Revista Brasileira de Qualidade de Vida,21750858,4,Verificar,0,False,False,False,False,0,1.2
Revista Eletrônica Acervo Científico,25957899,4,Verificar,0,False,False,False,False,0,1.5
Revista Eletrônica em Gestão Educação e Tecnologia Ambiental,22361170,4,Verificar,0,False,False,False,False,0,5.2
Revista Ensino & Pesquisa,16761030,4,Verificar,0,False,False,False,False,0,0.5
Revista Paulista de Pediatria (English Edition),23593482,4,Verificar,0,False,False,False,False,0,24.8
Revista SODEBRAS,18093957,4,Verificar,0,False,False,False,False,0,0.2
Revista de Ciências Agrarias - Amazon Journal of Agricultural and Environmental Sciences,1517591X,4,Verificar,0,False,False,False,False,0,8.0
Revista de Ciências Médicas e Biológicas,16775090,4,Verificar,0,False,False,False,False,0,1.2
Scientific Electronic Archives,23169281,4,Verificar,0,False,False,False,False,0,1.8
Série-Estudos - Periódico do Programa de Pós-Graduação em Educação da UCDB,14145138,4,Verificar,0,False,False,False,False,0,0.2
Temas em Educação e Saúde,15177947,4,Verificar,0,False,False,False,False,0,1.8
Veterinária e Zootecnia,01025716,4,Verificar,0,False,False,False,False,0,0.0
Winnicott e-prints,16794311,4,Verificar,0,False,False,False,False,0,0.0
Agropecuária Técnica,01007467,3,Verificar,0,False,False,False,False,0,4.3
Analytica: Revista de Psicanálise,23165197,3,Verificar,0,False,False,False,False,0,0.7
Brazilian Geographical Journal,21792321,3,Verificar,0,False,False,False,False,0,0.7
Cidadania em Ação Revista de Extensão e Cultura,25946412,3,Verificar,0,False,False,False,False,0,0.7
Ciência em Movimento,15171914,3,Verificar,0,False,False,False,False,0,0.7
Comunicações,01048481,3,Verificar,0,False,False,False,False,0,1.3
Conexão Ciência (Online),16795679,3,Verificar,0,False,False,False,False,0,0.0
Conhecimento & Diversidade,19833695,3,Verificar,0,False,False,False,False,0,3.0
Creative Education,21514755,3,Verificar,0,False,False,False,False,0,7.7
Diálogos Pertinentes,18091768,3,Verificar,0,False,False,False,False,0,0.0
EDUCAÇÃO E FILOSOFIA,01026801,3,Verificar,0,False,False,False,False,0,0.0
Educação Matemática em Revista,15173941,3,Verificar,0,False,False,False,False,0,0.0
Ensaios e Ciência C Biológicas Agrárias e da Saúde,14156938,3,Verificar,0,False,False,False,False,0,0.3
Epígrafe,23188855,3,Verificar,0,False,False,False,False,0,0.0
Escritas/Revista Escritas,19815603,3,Verificar,0,False,False,False,False,0,0.0
INVESTIGAÇÃO,21774080,3,Verificar,0,False,False,False,False,0,0.0
Itinerarius Reflectionis,16792009,3,Verificar,0,False,False,False,False,0,0.0
Journal of Bacteriology & Parasitology,21559597,3,Verificar,0,False,False,False,False,0,2.3
Journal of Health Sciences,24478938,3,Verificar,0,False,False,False,False,0,1.0
Latin American Journal of Energy Research,23582286,3,Verificar,0,False,False,False,False,0,0.0
Línguas e Instrumentos Linguísticos,15194906,3,Verificar,0,False,False,False,False,0,0.0
Mare Nostrum,21774218,3,Verificar,0,False,False,False,False,0,0.0
Minerva Obstetrics and Gynecology,00264784,3,Verificar,0,False,False,False,False,0,5.7
Neurology and Neuroscience,26927918,3,Verificar,0,False,False,False,False,0,0.0
Periódico Eletrônico Fórum Ambiental da Alta Paulista.,29662931,3,Verificar,0,False,False,False,False,0,0.7
Pesquisa Operacional para o Desenvolvimento,19843534,3,Verificar,0,False,False,False,False,0,0.3
Phenomenology Humanities and Sciences,26754673,3,Verificar,0,False,False,False,False,0,0.0
Poiésis - Revista do Programa de Pós-Graduação em Educação,21792534,3,Verificar,0,False,False,False,False,0,1.7
Psicologia em Revista,16771168,3,Verificar,0,False,False,False,False,0,4.0
REVISTA DO INSTITUTO ADOLFO LUTZ,00739855,3,Verificar,0,False,False,False,False,0,0.3
REVISTA PONTO DE VISTA,18077307,3,Verificar,0,False,False,False,False,0,0.0
Retratos de Assentamentos,15168182,3,Verificar,0,False,False,False,False,0,0.3
Revista Brasileira de Ciências da Saúde,14152177,3,Verificar,0,False,False,False,False,0,0.3
Revista Brasileira de Educação em Ciências e Educação Matemática,25949179,3,Verificar,0,False,False,False,False,0,0.3
Revista Brasileira de Herbicidas,15179443,3,Verificar,0,False,False,False,False,0,3.0
Revista Brasileira de Política e Administração da Educação - Periódico científico editado pela ANPAE,1678166X,3,Verificar,0,False,False,False,False,0,1.3
Revista Brasileira de Psicologia do Esporte,19819145,3,Verificar,0,False,False,False,False,0,0.7
Revista Brasileira de Reumatologia (English Edition),22555021,3,Verificar,0,False,False,False,False,0,16.0
Revista Cesumar – Ciências Humanas e Sociais Aplicadas,15162664,3,Verificar,0,False,False,False,False,0,0.0
Revista Chilena de Neurocirugía,07164491,3,Verificar,0,False,False,False,False,0,0.0
Revista Ciência em Extensão,16794605,3,Verificar,0,False,False,False,False,0,1.3
Revista Debates em Ensino de Química,24476099,3,Verificar,0,False,False,False,False,0,0.3
Revista Fitos,18089569,3,Verificar,0,False,False,False,False,0,0.0
Revista Interfaces Saúde Humanas e Tecnologia,2317434X,3,Verificar,0,False,False,False,False,0,0.0
Revista Psicologia em Pesquisa,19821247,3,Verificar,0,False,False,False,False,0,1.0
Revista Renome,23173092,3,Verificar,0,False,False,False,False,0,1.7
Revista SOLETRAS,15197778,3,Verificar,0,False,False,False,False,0,0.3
Revista Serviço Social em Perspectiva,25271849,3,Verificar,0,False,False,False,False,0,0.3
Revista Topus.,24482978,3,Verificar,0,False,False,False,False,0,0.0
Revista da Associação Médica Brasileira (English Edition),22554823,3,Verificar,0,False,False,False,False,0,25.3
Revista de Graduação USP,2525376X,3,Verificar,0,False,False,False,False,0,2.7
Revista de Saúde Digital e Tecnologias Educacionais,25259563,3,Verificar,0,False,False,False,False,0,0.0
Revista e-Curriculum,18093876,3,Verificar,0,False,False,False,False,0,3.7
STUDIES IN HEALTH SCIENCES,27640884,3,Verificar,0,False,False,False,False,0,0.0
SaBios-Revista de Saúde e Biologia,19800002,3,Verificar,0,False,False,False,False,0,1.0
Scire Salutis,22369600,3,Verificar,0,False,False,False,False,0,0.0
South American Sciences,26757222,3,Verificar,0,False,False,False,False,0,0.0
The Journal of the Food and Culture of the Americas,25963082,3,Verificar,0,False,False,False,False,0,3.3
ACTA ZOOLÓGICA MEXICANA (N S ),00651737,2,Verificar,0,False,False,False,False,0,3.5
Areté.,19847505,2,Verificar,0,False,False,False,False,0,0.5
Asclepius International Journal of Scientific Health Science,29662249,2,Verificar,0,False,False,False,False,0,0.0
Asian Journal of Health Research,28289269,2,Verificar,0,False,False,False,False,0,0.0
Barbarói,01046578,2,Verificar,0,False,False,False,False,0,8.5
Boletim Alfenense de Geografia,27641422,2,Verificar,0,False,False,False,False,0,0.5
Brazilian Applied Science Review,25953621,2,Verificar,0,False,False,False,False,0,0.0
Brazilian Journal of Case Reports,2763583X,2,Verificar,0,False,False,False,False,0,0.0
Brazilian Journal of Science,27643417,2,Verificar,0,False,False,False,False,0,0.0
Cadernos de Educação Tecnologia e Sociedade,23169907,2,Verificar,0,False,False,False,False,0,0.0
Cadernos de Gênero e Diversidade,25256904,2,Verificar,0,False,False,False,False,0,0.0
Cinergis,15192512,2,Verificar,0,False,False,False,False,0,0.5
Cognitus Interdisciplinary Journal,30856124,2,Verificar,0,False,False,False,False,0,0.0
Comunicação & Sociedade,01012657,2,Verificar,0,False,False,False,False,0,0.5
Cuerpo Cultura y Movimiento,22484418,2,Verificar,0,False,False,False,False,0,0.0
Developmental Neurorehabilitation,13638491,2,Verificar,0,False,False,False,False,0,1.0
DiversaPrática,23170751,2,Verificar,0,False,False,False,False,0,0.0
EmRede - Revista de Educação a Distância,23596082,2,Verificar,0,False,False,False,False,0,0.0
Emblemas - Revista do Departamento de História e Ciências Sociais - UFG/CAC,18087914,2,Verificar,0,False,False,False,False,0,0.0
Energies and quality journal.,26598779,2,Verificar,0,False,False,False,False,0,0.5
Engevista,14157314,2,Verificar,0,False,False,False,False,0,7.0
Ensino de Ciências e Tecnologia em Revista – ENCITEC,22374450,2,Verificar,0,False,False,False,False,0,0.0
Entretextos,15195392,2,Verificar,0,False,False,False,False,0,0.5
Estudos Universitários,04254082,2,Verificar,0,False,False,False,False,0,0.0
Estudos da língua(gem),18081355,2,Verificar,0,False,False,False,False,0,0.0
European Journal of Chemistry,21532249,2,Verificar,0,False,False,False,False,0,2.0
European Journal of Medicinal Plants,22310894,2,Verificar,0,False,False,False,False,0,4.0
Exatas & Engenharia,2236885X,2,Verificar,0,False,False,False,False,0,0.5
Femina,01007254,2,Verificar,0,False,False,False,False,0,0.0
Fermentario,1688535X,2,Verificar,0,False,False,False,False,0,0.0
Geografia (Rio Claro),01007912,2,Verificar,0,False,False,False,False,0,0.0
Gerais : Revista Interinstitucional de Psicologia,19838220,2,Verificar,0,False,False,False,False,0,0.0
Hearing Balance and Communication,16513835,2,Verificar,0,False,False,False,False,0,0.5
INTERDISCIPLINAR - Revista de Estudos em Língua e Literatura,19808879,2,Verificar,0,False,False,False,False,0,0.5
IOSR Journal of Pharmacy and Biological Sciences,22783008,2,Verificar,0,False,False,False,False,0,4.0
ITINERÁRIOS – Revista de Literatura,0103815X,2,Verificar,0,False,False,False,False,0,0.5
Interação,15161854,2,Verificar,0,False,False,False,False,0,1.0
Intercom Revista Brasileira de Ciências da Comunicação,18095844,2,Verificar,0,False,False,False,False,0,0.0
Interfaces Científicas - Educação,2316333X,2,Verificar,0,False,False,False,False,0,0.5
International Journal of Health Management Review,25261606,2,Verificar,0,False,False,False,False,0,0.0
International Journal of Hydrology,25764454,2,Verificar,0,False,False,False,False,0,3.0
JAMA,00029955,2,Verificar,0,False,False,False,False,0,83.0
JBNC - JORNAL BRASILEIRO DE NEUROCIRURGIA,01035118,2,Verificar,0,False,False,False,False,0,0.0
Journal of Geographic Information System,21511950,2,Verificar,0,False,False,False,False,0,5.5
Journal of Movement & Health,24525812,2,Verificar,0,False,False,False,False,0,0.5
Latitude,19815921,2,Verificar,0,False,False,False,False,0,0.5
Linha Mestra,19809026,2,Verificar,0,False,False,False,False,0,0.0
Mandrágora,15170241,2,Verificar,0,False,False,False,False,0,0.0
Mastology,25945394,2,Verificar,0,False,False,False,False,0,1.0
Momento,01022717,2,Verificar,0,False,False,False,False,0,0.5
New Journal of Chemistry,03989836,2,Verificar,0,False,False,False,False,0,36.0
Nuances estudos sobre Educação,14139855,2,Verificar,0,False,False,False,False,0,0.5
Nucleus Animalium,1984879X,2,Verificar,0,False,False,False,False,0,0.0
Obstetrics & Gynecology Open Access,25772236,2,Verificar,0,False,False,False,False,0,0.5
Práxis Educacional,18090249,2,Verificar,0,False,False,False,False,0,4.0
RENEF,25268007,2,Verificar,0,False,False,False,False,0,1.5
Research Quarterly for Exercise and Sport,00345377,2,Verificar,0,False,False,False,False,0,2.0
Revista Acadêmica Online,23595787,2,Verificar,0,False,False,False,False,0,0.0
Revista Amazônida Revista do Programa de Pós-Graduação em Educação da Universidade Federal do Amazonas,15173127,2,Verificar,0,False,False,False,False,0,0.0
Revista Ambientale,19849915,2,Verificar,0,False,False,False,False,0,3.5
Revista Brasileira de Computação Aplicada,21766649,2,Verificar,0,False,False,False,False,0,0.0
Revista Brasileira de Fisiologia do Exercício,16778510,2,Verificar,0,False,False,False,False,0,1.5
Revista Brasileira de Odontologia Legal,23593466,2,Verificar,0,False,False,False,False,0,0.0
Revista Brasileira de Pesquisa em Saúde/Brazilian Journal of Health Research,21753946,2,Verificar,0,False,False,False,False,0,0.5
Revista Brasileira de Terapia Comportamental e Cognitiva,15175545,2,Verificar,0,False,False,False,False,0,1.0
Revista Campo da História,25263943,2,Verificar,0,False,False,False,False,0,0.0
Revista Caribeña de Ciencias Sociales,22547630,2,Verificar,0,False,False,False,False,0,0.0
Revista Científica Multidisciplinar Núcleo do Conhecimento,24480959,2,Verificar,0,False,False,False,False,0,0.0
Revista Científica da Escola Estadual de Saúde Pública de Goiás *Cândido Santiago*,24473405,2,Verificar,0,False,False,False,False,0,0.5
Revista Educação e Linguagens,22386084,2,Verificar,0,False,False,False,False,0,0.5
Revista Educação em Questão,01027735,2,Verificar,0,False,False,False,False,0,2.5
Revista Eletrônica de Educação Matemática,19811322,2,Verificar,0,False,False,False,False,0,2.0
Revista Eletrônica de Gestão e Tecnologias Ambientais,2317563X,2,Verificar,0,False,False,False,False,0,0.0
Revista Eletrônica do Programa de Educação Tutorial -Três Lagoas/MS,26751003,2,Verificar,0,False,False,False,False,0,0.0
Revista EntreLinguas,24473529,2,Verificar,0,False,False,False,False,0,1.0
Revista Espaço do Currículo,19831579,2,Verificar,0,False,False,False,False,0,1.0
Revista Exitus,22362983,2,Verificar,0,False,False,False,False,0,0.0
Revista Extensão & Sociedade,21786054,2,Verificar,0,False,False,False,False,0,0.0
Revista Fórum Identidades,19823916,2,Verificar,0,False,False,False,False,0,1.0
Revista GeoPantanal,15174999,2,Verificar,0,False,False,False,False,0,0.0
Revista Geografias,18088058,2,Verificar,0,False,False,False,False,0,2.5
Revista Gestão & Sustentabilidade Ambiental,22388753,2,Verificar,0,False,False,False,False,0,1.0
Revista Gênero e Interdisciplinaridade,26757451,2,Verificar,0,False,False,False,False,0,0.0
Revista Horizontes de Linguistica Aplicada,16779770,2,Verificar,0,False,False,False,False,0,1.0
Revista Iluminart,19848625,2,Verificar,0,False,False,False,False,0,0.0
Revista Inovação Projetos e Tecnologias,23189851,2,Verificar,0,False,False,False,False,0,0.0
Revista Interação Interdisciplinar.,25269550,2,Verificar,0,False,False,False,False,0,1.0
Revista Internacional de Pesquisa em Educação Matemática,22380345,2,Verificar,0,False,False,False,False,0,1.0
Revista Latinoamericana de Estudios Críticos Animales,2346920X,2,Verificar,0,False,False,False,False,0,0.0
Revista Letras,01000888,2,Verificar,0,False,False,False,False,0,0.5
Revista Linguagem & Ensino,14151928,2,Verificar,0,False,False,False,False,0,2.5
Revista Sergipana de Matemática e Educação Matemática,25255444,2,Verificar,0,False,False,False,False,0,0.0
Revista Sistemática,26755211,2,Verificar,0,False,False,False,False,0,0.0
Revista TEIAS,15185370,2,Verificar,0,False,False,False,False,0,0.0
Revista Tecnológica,15178048,2,Verificar,0,False,False,False,False,0,2.0
Revista Tocantinense de Geografia,23179430,2,Verificar,0,False,False,False,False,0,0.0
Revista de Estudos Interdisciplinares,26748703,2,Verificar,0,False,False,False,False,0,0.5
Revista de Extensão,24484245,2,Verificar,0,False,False,False,False,0,0.0
"Revista de História Bilros. História(s), Sociedade(s) e Cultura(s).",23578556,2,Verificar,0,False,False,False,False,0,0.5
Revista de Informática Aplicada,18095585,2,Verificar,0,False,False,False,False,0,0.0
Revista do TCU,01031090,2,Verificar,0,False,False,False,False,0,0.0
Revista mbienteeducação,19828632,2,Verificar,0,False,False,False,False,0,0.5
Revista verde grande/Revista Verde Grande,18086764,2,Verificar,0,False,False,False,False,0,0.0
SANARE - Revista de Políticas Públicas,16768019,2,Verificar,0,False,False,False,False,0,0.0
SM Tropical Medicine Journal,2573363X,2,Verificar,0,False,False,False,False,0,2.5
Salud & Sociedad,07187475,2,Verificar,0,False,False,False,False,0,2.0
Saúde com,18090761,2,Verificar,0,False,False,False,False,0,3.0
Saúde em Redes,24464813,2,Verificar,0,False,False,False,False,0,0.5
Scientia Generalis,26752999,2,Verificar,0,False,False,False,False,0,0.0
ScientiaTec,23189584,2,Verificar,0,False,False,False,False,0,0.0
Soil Research,00049573,2,Verificar,0,False,False,False,False,0,18.5
Synthesis.,2177823X,2,Verificar,0,False,False,False,False,0,0.0
Síntese Revista de Filosofia,01034332,2,Verificar,0,False,False,False,False,0,0.0
Tabuleiro de Letras,21765782,2,Verificar,0,False,False,False,False,0,0.5
Temporalis,15187934,2,Verificar,0,False,False,False,False,0,0.5
Teoria e Prática da Educação,1415837X,2,Verificar,0,False,False,False,False,0,0.5
Territórios e Fronteiras,15194183,2,Verificar,0,False,False,False,False,0,6.5
Tr&iacute ade comunica&ccedil &atilde o cultura e m&iacute dia,23185694,2,Verificar,0,False,False,False,False,0,0.0
VIREF revista de educación física,23229411,2,Verificar,0,False,False,False,False,0,0.0
Vivências,18091636,2,Verificar,0,False,False,False,False,0,4.0
A Cor das Letras,14158973,1,Verificar,0,False,False,False,False,0,7.0
A Física na Escola,19836422,1,Verificar,0,False,False,False,False,0,0.0
AGE,01619152,1,Verificar,0,False,False,False,False,0,105.0
AQUA-LAC,16882873,1,Verificar,0,False,False,False,False,0,0.0
ARC Journal of Clinical Case Reports,24559806,1,Verificar,0,False,False,False,False,0,0.0
ARCHIVES OF HEALTH INVESTIGATION,23173009,1,Verificar,0,False,False,False,False,0,0.0
Academia Drug Development and Pharmacotherapy,30712521,1,Verificar,0,False,False,False,False,0,0.0
Academus Revista Científica da Saúde,18069495,1,Verificar,0,False,False,False,False,0,2.0
Aceno - Revista de Antropologia do Centro-Oeste,23585587,1,Verificar,0,False,False,False,False,0,0.0
Acta Scientiae Anatomica,25957651,1,Verificar,0,False,False,False,False,0,0.0
Advances in Microbiology,21653402,1,Verificar,0,False,False,False,False,0,6.0
Advances in Pharmacology & Clinical Trials,24749214,1,Verificar,0,False,False,False,False,0,1.0
Agricultural Sciences,21568553,1,Verificar,0,False,False,False,False,0,8.0
Al-Turath.,01280899,1,Verificar,0,False,False,False,False,0,0.0
Amazônia Organizações e Sustentabilidade,22388893,1,Verificar,0,False,False,False,False,0,0.0
Amazônia Science & Health,23181419,1,Verificar,0,False,False,False,False,0,0.0
American Journal of Analytical Chemistry,21568251,1,Verificar,0,False,False,False,False,0,12.0
American Journal of Financial Technology and Innovation,29960975,1,Verificar,0,False,False,False,False,0,1.0
American Journal of Interdisciplinary Research and Innovation,28332237,1,Verificar,0,False,False,False,False,0,0.0
Anaesthesia & Critical Care Medicine Journal,25774301,1,Verificar,0,False,False,False,False,0,0.0
Anais da Escola Superior de Agricultura Luiz de Queiroz,00711276,1,Verificar,0,False,False,False,False,0,0.0
Annals of Nutritional Disorders & Therapy,23818891,1,Verificar,0,False,False,False,False,0,2.0
Annals of Physiotherapy & Occupational Therapy,26402734,1,Verificar,0,False,False,False,False,0,0.0
Anti-Cancer Agents in Medicinal Chemistry,15680118,1,Verificar,0,False,False,False,False,0,2.0
Anti-Inflammatory & Anti-Allergy Agents in Medicinal Chemistry,15680142,1,Verificar,0,False,False,False,False,0,2.0
Apae Ciência,22374329,1,Verificar,0,False,False,False,False,0,0.0
Archive of Urological Research,26924706,1,Verificar,0,False,False,False,False,0,3.0
Archives of Rheumatology & Arthritis Research,26941724,1,Verificar,0,False,False,False,False,0,3.0
Arquivos Catarinenses de Medicina,00042773,1,Verificar,0,False,False,False,False,0,0.0
Arquivos de Ciências Veterinárias e Zoologia da UNIPAR,14158167,1,Verificar,0,False,False,False,False,0,1.0
Arquivos de Ciências da Saúde,18071325,1,Verificar,0,False,False,False,False,0,1.0
Asian journal of mathematics and computer research,23954205,1,Verificar,0,False,False,False,False,0,0.0
Avante.,27639134,1,Verificar,0,False,False,False,False,0,0.0
BRAZILIAN JOURNAL OF SPORT PSYCHOLOGY & HUMAN DEVELOPMENT (BJSPHD),3086173X,1,Verificar,0,False,False,False,False,0,0.0
Biogenesis Jurnal Ilmiah Biologi,23021616,1,Verificar,0,False,False,False,False,0,1.0
Boletim Campineiro de Geografia,22363637,1,Verificar,0,False,False,False,False,0,1.0
Boletim Paulista de Geografia,00066079,1,Verificar,0,False,False,False,False,0,0.0
Brazilian Journal of Anesthesiology (Edicion en Espanol),22554963,1,Verificar,0,False,False,False,False,0,0.0
Brazilian Journal of Clinical Medicine and Review,29650968,1,Verificar,0,False,False,False,False,0,0.0
Brazilian Journal of One Health,30856337,1,Verificar,0,False,False,False,False,0,0.0
Bulletin of Phylogenetic Nomenclature,28159241,1,Verificar,0,False,False,False,False,0,19.0
CADERNOS DE PESQUISA PENSAMENTO EDUCACIONAL,19809700,1,Verificar,0,False,False,False,False,0,1.0
CASA Cadernos de Semiótica Aplicada,16793404,1,Verificar,0,False,False,False,False,0,0.0
CATAVENTOS - Revista de Extensão da Universidade de Cruz Alta,21764867,1,Verificar,0,False,False,False,False,0,0.0
COJ Robotics & Artificial Intelligence,28324463,1,Verificar,0,False,False,False,False,0,0.0
Cadernos Brasileiros de Saúde Mental/Brazilian Journal of Mental Health,19842147,1,Verificar,0,False,False,False,False,0,0.0
Cadernos CESPUC de Pesquisa. Série Ensaios,15164020,1,Verificar,0,False,False,False,False,0,0.0
Cadernos Discursivos,23171006,1,Verificar,0,False,False,False,False,0,0.0
Cadernos Técnicos Engenharia Sanitária e Ambiental,27645576,1,Verificar,0,False,False,False,False,0,0.0
Cadernos UniFOA,18099475,1,Verificar,0,False,False,False,False,0,0.0
Cadernos de Comunicação,16779061,1,Verificar,0,False,False,False,False,0,0.0
Cadernos de Língua e Literatura Hebraica,14157977,1,Verificar,0,False,False,False,False,0,0.0
Cadernos de Pesquisa em Educação,15194507,1,Verificar,0,False,False,False,False,0,3.0
