sdg_id,source,n
15,PeerJ,1
15,Pesquisa Agropecuária Brasileira,1
15,Process Safety and Environmental Protection,1
15,Progress in Neuro-Psychopharmacology and Biological Psychiatry,1
15,RDBCI Revista Digital de Biblioteconomia e Ciência da Informação,1
15,Remote Sensing Applications Society and Environment,1
15,Research in Veterinary Science,1
15,Retratos de Assentamentos,1
15,Revista Acta Ambiental Catarinense,1
15,Revista Agrarian,1
15,Revista Ambiência,1
15,Revista Brasileira de Botânica,1
15,Revista Brasileira de Educação em Ciências e Educação Matemática,1
15,Revista Brasileira de Herbicidas,1
15,Revista Brasileira de Medicina do Esporte,1
15,Revista Brasileira de Tecnologia Aplicada nas Ciências Agrárias,1
15,Revista Brasileira de Zoociências,1
15,Revista CERES,1
15,Revista Fitos,1
15,Revista Geografias,1
15,Revista Sítio Novo,1
15,Revista Virtual de Química,1
15,Revista da Sociedade Brasileira de Arborização Urbana,1
15,Revista de Ciências Agrarias - Amazon Journal of Agricultural and Environmental Sciences,1
15,Revista de Ciências Agrárias,1
15,Revista de Direito da Cidade,1
15,Revista de Educação Popular,1
15,Revista de Gestão Social e Ambiental,1
15,Revista de la Facultad de Ciencias Agrarias UNCuyo,1
15,Revista em Agronegócio e Meio Ambiente,1
15,Revista Ártemis,1
15,Rhizosphere,1
15,SaBios-Revista de Saúde e Biologia,1
15,Scientific Reports,1
15,Seeds,1
15,South African Journal of Botany,1
15,Southern Forests a Journal of Forest Science,1
15,Sustainability,1
15,The Anatomical Record,1
15,Ticks and Tick-borne Diseases,1
15,Toxicon,1
15,Unifunec Científica Multidisciplinar,1
15,Vector-Borne and Zoonotic Diseases,1
15,Veterinary Sciences,1
15,Water Resources Management,1
15,Willdenowia - Annals of the Botanic Garden and Botanical Museum Berlin-Dahlem,1
15,ZooKeys,1
15,Zoomorphology,1
15,bioRxiv (Cold Spring Harbor Laboratory),1
15,genesis,1
16,Zenodo (CERN European Organization for Nuclear Research),8
16,DOAJ (DOAJ: Directory of Open Access Journals),4
16,Revista Bioética,4
16,Estudos Interdisciplinares em Psicologia,3
16,Revista Família Ciclos de Vida e Saúde no Contexto Social,3
16,Revista Latino-Americana de Enfermagem,3
16,Revista Triângulo,3
16,Revista de Enfermagem e Atenção à Saúde,3
16,Americanae (AECID Library),2
16,Ciência & Saúde Coletiva,2
16,Journal of High Energy Physics,2
16,PubMed,2
16,Research Society and Development,2
16,Revista Brasileira de Enfermagem,2
16,Revista HISTEDBR On-line,2
16,Revista Latinoamericana de Estudios Críticos Animales,2
16,Revista Vertentes do Direito,2
16,Revista da SPAGESP,2
16,Semina Ciências Sociais e Humanas,2
16,A&C - Revista de Direito Administrativoe & Constitucional,1
16,ABCD Arquivos Brasileiros de Cirurgia Digestiva (São Paulo),1
16,Acta Scientiarum. Technology/Acta scientiarum. Technology,1
16,Alfa,1
16,Analytica: Revista de Psicanálise,1
16,Annals of Microbiology,1
16,Applied Soft Computing,1
16,Bakhtiniana Revista de Estudos do Discurso,1
16,Bioinformatics and Biology Insights,1
16,Biological Journal of the Linnean Society,1
16,Biosensors,1
16,Brazilian Journal of Biometrics,1
16,Brazilian Journal of Development,1
16,Brazilian Journal of Operations & Production Management,1
16,Cadernos Brasileiros de Terapia Ocupacional ,1
16,Cadernos Cajuína,1
16,Cadernos de Pesquisa,1
16,Cadernos de pesquisa do CDHIS,1
16,Canadian Journal of Kidney Health and Disease,1
16,Chemical Engineering & Technology,1
16,Civitas - Revista de Ciências Sociais,1
16,Ciências sociais aplicadas em revista,1
16,Computers in Biology and Medicine,1
16,Dialnet (Universidad de la Rioja),1
16,Dialogia,1
16,Discurso & sociedad,1
16,Educação,1
16,Educação Unisinos,1
16,Enfermería Global,1
16,Epilepsy & Behavior,1
16,Estudos Linguísticos (São Paulo 1978),1
16,European Economic Letters (EEL),1
16,Expert Systems with Applications,1
16,Extensio Revista Eletrônica de Extensão,1
16,Figshare,1
16,Frontiers in Bioinformatics,1
16,Genomics,1
16,II INTERNATIONAL SEVEN MULTIDISCIPLINARY CONGRESS,1
16,Ilha Revista de Antropologia,1
16,Iniciação & Formação Docente,1
16,Interface - Comunicação Saúde Educação,1
16,International Journal of Advanced Engineering Research and Science,1
16,International Journal of Environmental Research and Public Health,1
16,International Journal of Peptide Research and Therapeutics,1
16,Journal of Aerospace Technology and Management,1
16,Journal of Intelligent Transportation Systems,1
16,Journal of Management Science & Engineering research,1
16,Journal of Software Evolution and Process,1
16,Journal of The Electrochemical Society,1
16,Journal of the American Medical Directors Association,1
16,Journal of the Turkish-German Gynecological Association,1
16,Latin American Journal of Solids and Structures,1
16,Latitude,1
16,Lecture notes in computer science,1
16,Mediações Revista de Ciências Sociais,1
16,Medicina (Ribeirão Preto),1
16,Motriz Revista de Educação Física,1
16,Nature Physics,1
16,O Mundo da Saúde,1
16,PLoS ONE,1
16,Pediatric Blood & Cancer,1
16,Pensando - Revista de Filosofia,1
16,Pesquisa Operacional,1
16,Physis Revista de Saúde Coletiva,1
16,Poiésis - Revista do Programa de Pós-Graduação em Educação,1
16,Preprints.org,1
16,Procedia - Social and Behavioral Sciences,1
16,Production,1
16,Práxis Educacional,1
16,Psicologia Ciência e Profissão,1
16,Psicologia em Estudo,1
16,RECIMA21 - Revista Científica Multidisciplinar - ISSN 2675-6218,1
16,REUNIR Revista de Administração Contabilidade e Sustentabilidade,1
16,Rehabilitation Psychology,1
16,Research Square,1
16,Revista Brasileira Multidisciplinar,1
16,Revista Brasileira de Direitos Fundamentais & Justiça,1
16,Revista Brasileira de Educação do Campo,1
16,Revista Brasileira de História,1
16,Revista Brasileira de Odontologia Legal,1
16,Revista Desenvolvimento Social,1
16,Revista Eletrônica de Enfermagem,1
16,Revista Inter-Ação,1
16,Revista Intertexto,1
16,Revista Latinoamericana de Ciencias Sociales Niñez y Juventud,1
16,Revista Maracanan,1
16,Revista NUPEM,1
16,Revista Opinião Filosófica,1
16,Revista Psicologia Política,1
16,Revista Sociais e Humanas,1
16,Revista Subjetividades,1
16,Revista Temas Sociais,1
16,Revista de Direito Administrativo,1
16,Revista de Estudos AntiUtilitaristas e PosColoniais,1
16,"Revista de Humanidades, Tecnologia e Cultura",1
16,Revista de Políticas Públicas,1
16,Revista de Salud Pública,1
16,Revista do Serviço Público,1
16,Revista gaúcha de enfermagem,1
16,SSRN Electronic Journal,1
16,Sao Paulo Medical Journal,1
16,Saúde e Desenvolvimento Humano,1
16,Serviço Social em Revista,1
16,"South American Journal of Basic Education, Technical and Technological",1
16,Sustainable agriculture reviews,1
16,Tempo Psicanalítico,1
16,Tissue Antigens,1
16,Topics in Stroke Rehabilitation,1
16,Tr&iacute ade comunica&ccedil &atilde o cultura e m&iacute dia,1
16,Tradterm,1
16,VínculorevistadoNesme,1
16,World Journal of Hepatology,1
17,Dialogia,3
17,Histopathology,3
17,Revista da Sociedade Brasileira de Medicina Tropical,3
17,Anais da Academia Brasileira de Ciências,2
17,Archives of Pediatric Neurosurgery,2
17,Research Society and Development,2
17,Academia Drug Development and Pharmacotherapy,1
17,Acta Fisiátrica,1
17,Americanae (AECID Library),1
17,Anais ... Encontro Nacional de Engenharia de Produção/Anais do Encontro Nacional de Engenharia de Produção,1
17,Annals of Medicine,1
17,Arquivos Brasileiros de Oftalmologia,1
17,Biomédica,1
17,Bioscience Journal,1
17,Brazilian Business Review,1
17,Brazilian Journal of Medical and Biological Research,1
17,Bulletin of the World Health Organization,1
17,Cadernos de Linguística e Teoria da Literatura (Universidade Federal de Minas Gerais),1
17,Cerebellum & Ataxias,1
17,Ciência & Saúde Coletiva,1
17,Computers in Biology and Medicine,1
17,Contribuciones a las Ciencias Sociales,1
17,Cureus,1
17,Disability and Rehabilitation Assistive Technology,1
17,Ensino Saude e Ambiente,1
17,Escola Anna Nery,1
17,Estudos Interdisciplinares sobre o Envelhecimento,1
17,Estudos de Psicologia (Natal),1
17,European Journal of Public Health,1
17,European Journal of Therapeutics,1
17,Expert Systems with Applications,1
17,"Gondola/Góndola, enseñanza y aprendizaje de las ciencias",1
17,Infection Genetics and Evolution,1
17,International Journal of Environmental Research and Public Health,1
17,International Security,1
17,Journal Plus Education,1
17,Journal of Human Immunity,1
17,Journal of Microbiological Methods,1
17,Journal of Molecular Diagnostics,1
17,Journal of Neurology & Stroke,1
17,Journal of the European Academy of Dermatology and Venereology,1
17,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),1
17,Microbial Pathogenesis,1
17,Motriz Revista de Educação Física,1
17,Parasitology,1
17,Production Planning & Control,1
17,Psicologia Reflexão e Crítica,1
17,PubMed,1
17,RECIMA21 - Revista Científica Multidisciplinar - ISSN 2675-6218,1
17,Revista Brasileira de Atividade Física & Saúde,1
17,Revista Brasileira de Ciências do Envelhecimento Humano,1
17,Revista Brasileira de Enfermagem,1
17,Revista Brasileira de Inovação Tecnológica em Saúde ISSN 2236-1103,1
17,Revista Cesumar – Ciências Humanas e Sociais Aplicadas,1
17,Revista Eletrônica de Enfermagem,1
17,Revista EntreLinguas,1
17,Revista Família Ciclos de Vida e Saúde no Contexto Social,1
17,Revista Inovação Projetos e Tecnologias,1
17,Revista Latino-Americana de Enfermagem,1
17,Revista da SPAGESP,1
17,Revista de Enfermagem UFPE on line,1
17,Revista de Gestão e Secretariado (Management and Administrative Professional Review),1
17,Revista gaúcha de enfermagem,1
17,Scientific Reports,1
17,SensePublishers eBooks,1
17,Sustainability,1
17,The Open Nursing Journal,1
17,The TQM Journal,1
17,Transforming Government People Process and Policy,1
17,Transfusion,1
17,Transfusion and Apheresis Science,1
17,ULTRASONOGRAPHY,1
17,Virus Research,1
17,bioRxiv (Cold Spring Harbor Laboratory),1
2,Revista da Sociedade Brasileira de Medicina Tropical,13
2,Genetics and Molecular Research,9
2,Hematology Transfusion and Cell Therapy,9
2,Journal of Coloproctology,9
2,PubMed,9
2,Parasitology Research,8
2,Blucher Chemical Engineering Proceedings,7
2,Brazilian Journal of Development,6
2,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),6
2,Nutrition,6
2,Radiologia Brasileira,6
2,DOAJ (DOAJ: Directory of Open Access Journals),5
2,International Journal of Health Science,5
2,Research Society and Development,5
2,Jornal de Pediatria,4
2,Nutrients,4
2,PLoS ONE,4
2,Revista da Associação Médica Brasileira,4
2,ACS Omega,3
2,Archives of Gynecology and Obstetrics,3
2,Arquivos Brasileiros de Cardiologia,3
2,Australian Journal of Crop Science,3
2,Bioscience Journal,3
2,Clinical Nutrition,3
2,Clinical Nutrition ESPEN,3
2,Conjecturas,3
2,Elsevier eBooks,3
2,International Journal of Advanced Engineering Research and Science,3
2,International Journal of Biological Macromolecules,3
2,Life Sciences,3
2,Placenta,3
2,REVISTA DE AGRICULTURA NEOTROPICAL,3
2,Revista Brasileira de Ciência Tecnologia e Inovação,3
2,Revista Brasileira de Epidemiologia,3
2,Revista Virtual de Química,3
2,Revista chilena de nutrición,3
2,Revista de Medicina,3
2,SSRN Electronic Journal,3
2,Tropical Animal Health and Production,3
2,Acta Cirúrgica Brasileira,2
2,Acta Paulista de Enfermagem,2
2,Acta Scientiarum Agronomy,2
2,Americanae (AECID Library),2
2,Annals of Diagnostic Pathology,2
2,Applied Biochemistry and Biotechnology,2
2,Archiv für Pathologische Anatomie und Physiologie und für Klinische Medicin,2
2,Arquivos Brasileiros de Endocrinologia & Metabologia,2
2,Biomass Conversion and Biorefinery,2
2,Ciência & Saúde Coletiva,2
2,Ciência Cuidado e Saúde,2
2,Clinics,2
2,Communications in Soil Science and Plant Analysis,2
2,Editora Creative eBooks,2
2,Endocrine Pathology,2
2,Ensino Saude e Ambiente,2
2,Euphytica,2
2,Food Bioscience,2
2,HAL (Le Centre pour la Communication Scientifique Directe),2
2,International Journal of Nutrology,2
2,International Journal of Sports Medicine,2
2,Investigative Ophthalmology & Visual Science,2
2,Journal of Agricultural Science,2
2,Journal of Agricultural and Food Chemistry,2
2,Journal of Human Nutrition and Dietetics,2
2,Medical Mycology,2
2,Microbial Pathogenesis,2
2,Molecular Diversity,2
2,O Mundo da Saúde,2
2,Obstetrics & Gynecology Open Access,2
2,Pathology - Research and Practice,2
2,Pesquisa Agropecuária Brasileira,2
2,Probiotics and Antimicrobial Proteins,2
2,Química Nova,2
2,REVISTA DO INSTITUTO ADOLFO LUTZ,2
2,Reproductive Sciences,2
2,Revista Brasileira de Medicina do Esporte,2
2,Revista Brasileira em Promoção da saúde,2
2,Revista Colombiana de Ciencias Hortícolas,2
2,Revista de Saúde Pública,2
2,Scientific Reports,2
2,Semina Ciências Agrárias,2
2,Theriogenology Wild,2
2,Tissue and Cell,2
2,AMB Express,1
2,Acta Agronómica,1
2,Acta Alimentaria,1
2,Acta Parasitologica,1
2,Agriculture,1
2,Agronomía Colombiana,1
2,Agropecuária Técnica,1
2,Alzheimer s & Dementia,1
2,American Journal of Human Biology,1
2,American Journal of Medical Genetics,1
2,American Journal of Obstetrics and Gynecology,1
2,American Journal of Tropical Medicine and Hygiene,1
2,Anais ... Encontro Nacional de Engenharia de Produção/Anais do Encontro Nacional de Engenharia de Produção,1
2,Anais da Academia Brasileira de Ciências,1
2,Anais do Congresso Brasileiro de Reumatologia 2020,1
2,Annales Pharmaceutiques Françaises,1
2,Annals of Tropical Medicine and Parasitology,1
2,Appetite,1
2,Applied Surface Science,1
2,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,1
2,Arquivos de Neuro-Psiquiatria,1
2,BMC Microbiology,1
2,BMJ Public Health,1
2,BRAD Cases.,1
2,Behavioural Brain Research,1
2,Beilstein Journal of Nanotechnology,1
2,Biological Trace Element Research,1
2,Biomaterials Advances,1
2,Biomedicine & Pharmacotherapy,1
2,Blood Cells Molecules and Diseases,1
2,Botany Letters,1
2,Brazilian Applied Science Review,1
2,Brazilian Archives of Biology and Technology,1
2,Brazilian Geographical Journal,1
2,Brazilian Journal Of Pain,1
2,Brazilian Journal of Anesthesiology,1
2,Brazilian Journal of Anesthesiology (English Edition),1
2,Brazilian Journal of Health Review,1
2,Brazilian Journal of Kinanthropometry and Human Performance,1
2,Brazilian Journal of Microbiology,1
2,Brazilian Journal of Otorhinolaryngology,1
2,Brazilian Journal of Science,1
2,British Journal Of Nutrition,1
2,Bulletin of Materials Science,1
2,Cadernos de Agroecologia,1
2,Cambridge University Press eBooks,1
2,Chemistry and Physics of Lipids,1
2,Child s Nervous System,1
2,Científica,1
2,Ciência Agronômica/Revista ciência agronômica,1
2,Ciência Rural,1
2,Clinical & Biomedical Research,1
2,Clinical & Translational Oncology,1
2,Clinical Endocrinology,1
2,Colombia medica,1
2,Computers in Biology and Medicine,1
2,Crop Science,1
2,Current Nutrition Reports,1
2,Current Research in Food Science,1
2,Cytokine X,1
2,Dental Materials,1
2,Dialnet (Universidad de la Rioja),1
2,Drug Metabolism and Personalized Therapy,1
2,Editora Científica Digital eBooks,1
2,Enciclopédia Biosfera,1
2,Engenharia Agrícola,1
2,European Biophysics Journal,1
2,European Journal of Medicinal Plants,1
2,European Journal of Nutrition,1
2,Experimental Parasitology,1
2,F&S Science,1
2,Food Biophysics,1
2,Food and Humanity,1
2,Foods,1
2,Frontiers in Cellular and Infection Microbiology,1
2,Frontiers in Microbiology,1
2,Frontiers in Public Health,1
2,Future Microbiology,1
2,Genome Announcements,1
2,Geoconexões online,1
2,Geriatrics and gerontology international/Geriatrics & gerontology international,1
2,Greater South Information System,1
2,Gut Microbes,1
2,Gut Pathogens,1
2,Helminthologia,1
2,IBRO Neuroscience Reports,1
2,IEEE Latin America Transactions,1
2,Immunotherapy,1
2,IntechOpen eBooks,1
2,Interciencia,1
2,Interdisciplinary cancer research,1
2,International Journal for Vitamin and Nutrition Research,1
2,International Journal of Cardiology,1
2,International Journal of Environmental Research and Public Health,1
2,International Journal of Food Sciences and Nutrition,1
2,International Journal of Morphology,1
2,International Journal of Research -GRANTHAALAYAH,1
2,International Journal of Sports and Exercise Medicine,1
2,International journal of cardiac imaging,1
2,JAIDS Journal of Acquired Immune Deficiency Syndromes,1
2,Jornal Brasileiro de Psiquiatria,1
2,Jornal de Pediatria (Versão em Português),1
2,Journal of Agricultural Sciences Research (2764-0973),1
2,Journal of Agronomy and Crop Science,1
2,Journal of Animal Science,1
2,Journal of Biomolecular Structure and Dynamics,1
2,Journal of Clinical Ultrasound,1
2,Journal of Dairy Research,1
2,Journal of Diabetes and its Complications,1
2,Journal of Dietary Supplements,1
2,Journal of Economics and Sustainable Development,1
2,Journal of Engineering Research,1
2,Journal of Environmental Science and Health Part B,1
2,Journal of Food Process Engineering,1
2,Journal of Gastrointestinal Cancer,1
2,Journal of Health Sciences,1
2,Journal of Human Growth and Development,1
2,Journal of Human Nutrition and Food Science,1
2,Journal of Human Sport and Exercise,1
2,Journal of Materials Science,1
2,Journal of Medical Systems,1
2,Journal of Molecular Modeling,1
2,Journal of Motor Behavior,1
2,Journal of Nursing and Health,1
2,Journal of Nutrition,1
2,Journal of Obstetrics and Gynaecology,1
2,Journal of Parasitic Diseases,1
2,Journal of Parenteral and Enteral Nutrition,1
2,Journal of Physical Education and Human Movement,1
2,Journal of Sol-Gel Science and Technology,1
2,Journal of Veterinary Diagnostic Investigation,1
2,Journal of Vibration Engineering & Technologies,1
2,Journal of Visualized Experiments,1
2,Journal of the American Academy of Dermatology,1
2,Journal of the Endocrine Society,1
2,Kidney International,1
2,Lasers in Medical Science,1
2,Livestock Science,1
2,Livro de Resumos do X Congresso Brasileiro sobre Crustáceos,1
2,Materials Research,1
2,Materials Research Express,1
2,Materials science forum,1
2,Maternal and Child Health Journal,1
2,Medicina (Ribeirão Preto),1
2,Memórias do Instituto Oswaldo Cruz,1
2,Metabolism,1
2,Mini-invasive Surgery,1
2,Modern Pathology,1
2,Molecular Genetics and Metabolism,1
2,Molecules,1
2,Mycopathologia,1
2,Nano Trends,1
2,Nativa,1
2,NeuroToxicology,1
2,Neuroradiology,1
2,Neuroscience,1
2,Neurosurgical Review,1
2,Next Materials,1
2,Nutrire,1
2,Nutrition Metabolism and Cardiovascular Diseases,1
2,Nutrivisa Revista de Nutrição e Vigilância em Saúde,1
2,Nutrição Brasil,1
2,O biologico,1
2,Pediatric Nephrology,1
2,Pest Management Science,1
2,Pharmaceutical Research,1
2,Pharmacological Research - Natural Products,1
2,Physiology & Behavior,1
2,"Pioneers in arts, humanities, science, engineering, practice",1
2,Plant Foods for Human Nutrition,1
2,Plant Physiology and Biochemistry,1
2,Plants,1
2,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",1
2,Potato Research,1
2,Progress in Neuro-Psychopharmacology and Biological Psychiatry,1
2,Psychiatry Research,1
2,PubVet,1
2,Public Health Nutrition,1
2,RBPFEX - Revista Brasileira de Prescrição e Fisiologia do Exercício,1
2,REVISTA BRASILEIRA DE AGROECOLOGIA,1
2,REVISTA NERA,1
2,Reproductive Biology,1
2,Research in Sports Medicine,1
2,Revista Agro mbiente On-line,1
2,Revista Brasileira Ginecologia e Obstetrícia,1
2,Revista Brasileira de Agricultura Irrigada,1
2,Revista Brasileira de Botânica,1
2,Revista Brasileira de Ciência do Solo,1
2,Revista Brasileira de Ciência e Movimento,1
2,Revista Brasileira de Medicina do Trabalho,1
2,Revista Brasileira de Odontologia,1
2,Revista Brasileira de Qualidade de Vida,1
2,Revista Brasileira de Reumatologia,1
2,Revista Caatinga,1
2,Revista Campo-Território,1
2,Revista Científica da Escola Estadual de Saúde Pública de Goiás *Cândido Santiago*,1
2,Revista Cultura Agronômica,1
2,Revista Eletrônica de Enfermagem,1
2,Revista Em Extensão,1
2,Revista Enfermagem Atual In Derme,1
2,Revista Enfermagem UERJ,1
2,Revista Engenharia na Agricultura - REVENG,1
2,Revista Facultad Nacional de Agronomía Medellín,1
2,Revista Iberoamericana de Micología,1
2,Revista Inova Ciência & Tecnologia / Innovative Science & Technology Journal,1
2,Revista Interinstitucional Brasileira de Terapia Ocupacional - REVISBRATO,1
2,Revista Paulista de Pediatria,1
2,Revista Portuguesa de Pneumologia,1
2,Revista Rede de Cuidados em Saúde,1
2,Revista de Atenção à Saúde,1
2,Revista de Ciências Agrarias - Amazon Journal of Agricultural and Environmental Sciences,1
2,Revista de Gastroenterología de México (English Edition),1
2,Revista de Nutrição,1
2,Revista de Pesquisa Cuidado é Fundamental Online,1
2,Revista de Salud Pública,1
2,Revista do Hospital das Clínicas,1
2,Revista gaúcha de enfermagem,1
2,Sapienza International Journal of Interdisciplinary Studies,1
2,Saúde (Santa Maria),1
2,Saúde e Desenvolvimento Humano,1
2,Saúde e Sociedade,1
2,Scientia Agropecuaria,1
2,Scientific Electronic Archives,1
2,Segurança Alimentar e Nutricional,1
2,Seven Editora eBooks,1
2,Sleep And Breathing,1
2,Small Ruminant Research,1
2,Soil and Tillage Research,1
2,Sport Sciences for Health,1
2,Sports Medicine,1
2,Studies in natural products chemistry,1
2,Sugar Tech,1
2,Surgery for Obesity and Related Diseases,1
2,Surgical & Cosmetic Dermatology,1
2,Sustainability Science and Technology,1
2,The Journal of the Food and Culture of the Americas,1
2,The Lancet,1
2,The journal of nutrition health & aging,1
2,Translational Pediatrics,1
2,Trials,1
2,WFNOS 2022 Abstract Book,1
2,World Journal of Gastroenterology,1
2,journal of physical education,1
2,médecine/sciences,1
3,Revista da Sociedade Brasileira de Medicina Tropical,135
3,Research Society and Development,71
3,PubMed,69
3,Revista Família Ciclos de Vida e Saúde no Contexto Social,61
3,Brazilian Journal of Health Review,51
3,Hematology Transfusion and Cell Therapy,43
3,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),37
3,Brazilian Journal of Implantology and Health Sciences,34
3,Revista Brasileira Ginecologia e Obstetrícia,34
3,Revista Brasileira de Hematologia e Hemoterapia,30
3,Revista da Associação Médica Brasileira,30
3,Revista de Enfermagem e Atenção à Saúde,29
3,PLoS ONE,27
3,Journal of Coloproctology,26
3,Research Square,26
3,Revista Brasileira de Enfermagem,24
3,Revista do Instituto de Medicina Tropical de São Paulo,24
3,Revista Eletrônica de Enfermagem,22
3,The Brazilian Journal of Infectious Diseases,22
3,DOAJ (DOAJ: Directory of Open Access Journals),21
3,Revista Latino-Americana de Enfermagem,21
3,Texto & Contexto - Enfermagem,18
3,Annals of Diagnostic Pathology,17
3,Arquivos de Neuro-Psiquiatria,17
3,Mediators of Inflammation,17
3,Memórias do Instituto Oswaldo Cruz,17
3,Journal of Bodywork and Movement Therapies,16
3,Revista da Escola de Enfermagem da USP,16
3,Sao Paulo Medical Journal,16
3,Acta Paulista de Enfermagem,15
3,Arquivos Brasileiros de Endocrinologia & Metabologia,15
3,Revista Brasileira de Reumatologia,15
3,Revista Enfermagem UERJ,15
3,Ciência & Saúde Coletiva,14
3,Fisioterapia em Movimento,14
3,Motriz Revista de Educação Física,14
3,"Revista Ibero-Americana de Humanidades, Ciências e Educação",14
3,Ciência Cuidado e Saúde,13
3,Escola Anna Nery,13
3,Pathology - Research and Practice,13
3,Radiologia Brasileira,13
3,Redalyc (Universidad Autónoma del Estado de México),13
3,Revista Brasileira de Atividade Física & Saúde,13
3,Revista gaúcha de enfermagem,13
3,The Journal of Immunology,13
3,Anais do Congresso Brasileiro da Associação Brasileira de Fisioterapia Traumato-Ortopédica - ABRAFITO,12
3,Bioscience Journal,12
3,Brazilian Journal of Nephrology,12
3,Clinics,12
3,ConScientiae Saúde,12
3,Revista de Patologia Tropical / Journal of Tropical Pathology,12
3,The Journal of Maternal-Fetal & Neonatal Medicine,12
3,Acta Ortopédica Brasileira,11
3,Archives of Gynecology and Obstetrics,11
3,Autonomic Neuroscience,11
3,Brazilian Journal of Anesthesiology,11
3,Journal of Hypertension,11
3,Medicina (Ribeirão Preto),11
3,Revista Brasileira de Ortopedia,11
3,Revista Eletrônica Acervo Saúde,11
3,The FASEB Journal,11
3,Immunobiology,10
3,Revista de Pesquisa Cuidado é Fundamental Online,10
3,The Journal of Strength and Conditioning Research,10
3,ABCD Arquivos Brasileiros de Cirurgia Digestiva (São Paulo),9
3,Arquivos Brasileiros de Cardiologia,9
3,Arquivos de Ciências do Esporte,9
3,BioMed Research International,9
3,Brazilian Journal of Development,9
3,Cadernos de Saúde Pública,9
3,Cogitare Enfermagem,9
3,Fisioterapia e Pesquisa,9
3,Revista de Enfermagem UFPE on line,9
3,ABCS Health Sciences,8
3,Acta Biologica Brasiliensia.,8
3,Acta Cirúrgica Brasileira,8
3,Editora Científica Digital eBooks,8
3,Enfermería Global,8
3,Frontiers in Immunology,8
3,Medical Mycology,8
3,Menopause The Journal of The North American Menopause Society,8
3,Revista Brasileira de Geriatria e Gerontologia,8
3,Revista Neurociências,8
3,Revista de Atenção à Saúde,8
3,Revista de Terapia Ocupacional da Universidade de São Paulo,8
3,Revista do Colégio Brasileiro de Cirurgiões,8
3,Tumori Journal,8
3,Acta Fisiátrica,7
3,American Journal of Tropical Medicine and Hygiene,7
3,Brazilian Journal of Medical and Biological Research,7
3,International Journal of Environmental Research and Public Health,7
3,International Journal of Molecular Sciences,7
3,Life Sciences,7
3,PLoS neglected tropical diseases,7
3,Revista de Epidemiologia e Controle de Infecção,7
3,Americanae (AECID Library),6
3,Archives of Endocrinology and Metabolism,6
3,Brazilian Journal of Anesthesiology (English Edition),6
3,Brazilian Journal of Case Reports,6
3,Brazilian Journal of Otorhinolaryngology,6
3,Disease Markers,6
3,Fetal and Pediatric Pathology,6
3,Immunology Letters,6
3,Jornal Brasileiro de Patologia e Medicina Laboratorial,6
3,Rev Rene,6
3,Revista Brasileira de Cancerologia,6
3,Revista de Saúde Pública,6
3,Scientific Reports,6
3,Arquivos de Ciências da Saúde da UNIPAR,5
3,Brazilian Journal of Kinanthropometry and Human Performance,5
3,Brazilian Journal of Physical Therapy,5
3,CADERNOS DE EDUCAÇÃO SAÚDE E FISIOTERAPIA,5
3,Clinical Medicine Insights Oncology,5
3,Experimental Gerontology,5
3,Experimental Parasitology,5
3,Human Immunology,5
3,Immunological Investigations,5
3,International Immunopharmacology,5
3,International Journal of Cardiology,5
3,International journal of exercise science,5
3,Jornal Brasileiro de Pneumologia,5
3,Journal of Biomolecular Structure and Dynamics,5
3,Journal of Immunology Research,5
3,Journal of Obstetrics and Gynaecology,5
3,Journal of the American College of Cardiology,5
3,Mutation Research/Genetic Toxicology and Environmental Mutagenesis,5
3,Oncology Letters,5
3,Pacing and Clinical Electrophysiology,5
3,Parasitology Research,5
3,Revista Brasileira de Epidemiologia,5
3,Revista Brasileira de Saúde Materno Infantil,5
3,Revista Portuguesa de Pneumologia,5
3,Revista de Enfermagem da UFSM,5
3,Revista do Hospital das Clínicas,5
3,Saúde e Desenvolvimento Humano,5
3,Seven Editora eBooks,5
3,Acta Tropica,4
3,Anais da Academia Brasileira de Ciências,4
3,Applied Physiology Nutrition and Metabolism,4
3,Arquivos de Gastroenterologia,4
3,BMC Infectious Diseases,4
3,BMC Nephrology,4
3,Biomedicines,4
3,Clinical Immunology,4
3,Cuadernos de Educación y Desarrollo,4
3,Einstein (São Paulo),4
3,Elsevier eBooks,4
3,Epidemiologia e Serviços de Saúde,4
3,European Journal of Obstetrics & Gynecology and Reproductive Biology,4
3,Experimental Physiology,4
3,Frontiers in Physiology,4
3,Human Pathology,4
3,Hygeia - Revista Brasileira de Geografia Médica e da Saúde,4
3,International Journal of Sports Medicine,4
3,Journal of Clinical Ultrasound,4
3,Journal of Stroke and Cerebrovascular Diseases,4
3,Microscopy Research and Technique,4
3,Mycopathologia,4
3,Parasitology,4
3,PeerJ,4
3,Preprints.org,4
3,RECIMA21 - Revista Científica Multidisciplinar - ISSN 2675-6218,4
3,Revista Brasileira de Medicina do Esporte,4
3,Revista Brasileira de Ortopedia (English Edition),4
3,Revista Brasileira de Saúde Ocupacional,4
3,Revista Foco,4
