sdg_id,source,n
3,Revista Interinstitucional Brasileira de Terapia Ocupacional - REVISBRATO,4
3,Revista Paulista de Pediatria,4
3,Revista Sociedade Científica,4
3,SSRN Electronic Journal,4
3,Scandinavian Journal of Immunology,4
3,Surgical and Experimental Pathology,4
3,Transplantation Proceedings,4
3,bioRxiv (Cold Spring Harbor Laboratory),4
3,medRxiv,4
3,Acta Scientiarum Health Sciences,3
3,Archiv für Pathologische Anatomie und Physiologie und für Klinische Medicin,3
3,Archives of Oral Biology,3
3,Archives of Pediatric Neurosurgery,3
3,Autopsy and Case Reports,3
3,Behavioural Brain Research,3
3,Biomarkers,3
3,Bioorganic & Medicinal Chemistry Letters,3
3,Brazilian Journal of Cardiovascular Surgery,3
3,Cadernos Saúde Coletiva,3
3,Clinical Infectious Diseases,3
3,Clinical Nutrition ESPEN,3
3,Clinical and Developmental Immunology,3
3,Concilium,3
3,Dialnet (Universidad de la Rioja),3
3,Figshare,3
3,Fisioterapia Brasil,3
3,Frontiers in Cellular and Infection Microbiology,3
3,Gene,3
3,Gynecologic and Obstetric Investigation,3
3,HU Revista,3
3,Hypertension,3
3,Interação em Psicologia,3
3,Jornal Brasileiro de Psiquiatria,3
3,Jornal Vascular Brasileiro,3
3,Jornal de Pediatria,3
3,Journal of Clinical Nursing,3
3,Journal of Electromyography and Kinesiology,3
3,Journal of Fungi,3
3,Journal of Gastrointestinal Cancer,3
3,Journal of Inorganic Biochemistry,3
3,Journal of Pediatric Surgery,3
3,Journal of Tropical Medicine,3
3,Journal of the Brazilian Chemical Society,3
3,Lupus,3
3,Mastology,3
3,Medicine & Science in Sports & Exercise,3
3,Mycoses,3
3,Peer Review,3
3,Pharmaceutics,3
3,Pregnancy Hypertension,3
3,Revista Brasileira de Oftalmologia,3
3,Revista Brasileira de Otorrinolaringologia,3
3,Revista Brasileira de Reumatologia (English Edition),3
3,Revista Brasileira de Terapia Intensiva,3
3,Revista Brasileira em Promoção da saúde,3
3,Revista Contexto & Saúde,3
3,Revista Cubana de Enfermería,3
3,Revista Eletrônica Acervo Científico,3
3,Revista Panamericana de Salud Pública,3
3,Revista de Enfermagem do Centro-Oeste Mineiro,3
3,Saúde Coletiva (Barueri),3
3,Sport Sciences for Health,3
3,The Journal of Infection in Developing Countries,3
3,The Journal of Sports Medicine and Physical Fitness,3
3,Toxicon,3
3,Transactions of the Royal Society of Tropical Medicine and Hygiene,3
3,Venereology,3
3,Zenodo (CERN European Organization for Nuclear Research),3
3,AIDS Research and Human Retroviruses,2
3,ANAIS DO CBMFC,2
3,Allergy Asthma and Clinical Immunology,2
3,American Journal of Physiology-Heart and Circulatory Physiology,2
3,Anais Brasileiros de Dermatologia,2
3,Anais do Congresso Brasileiro de Reumatologia 2020,2
3,Archives of Pathology & Laboratory Medicine,2
3,Arquivos Brasileiros de Neurocirurgia Brazilian Neurosurgery,2
3,Arquivos Brasileiros de Oftalmologia,2
3,BMC Cancer,2
3,BMC Public Health,2
3,Brazilian Dental Journal,2
3,Brazilian Journal of Biology,2
3,Brazilian Journal of Pharmaceutical Sciences,2
3,Brazilian Journal of Veterinary Research and Animal Science,2
3,Caderno Espaço Feminino,2
3,Cardiology in the Young,2
3,Case Reports in Neurology,2
3,Case Reports in Obstetrics and Gynecology,2
3,Chemico-Biological Interactions,2
3,Circulation,2
3,Clinical & Experimental Immunology,2
3,Clinical Kidney Journal,2
3,Clinical Neurology and Neurosurgery,2
3,Clinical Rheumatology,2
3,Clinical Science,2
3,Clinical Transplantation,2
3,Clinical and Experimental Obstetrics & Gynecology,2
3,Clinical and Vaccine Immunology,2
3,Conexão Ciência (Online),2
3,Conjecturas,2
3,Contextos Clínicos,2
3,Contribuciones a las Ciencias Sociales,2
3,Critical Care,2
3,Critical Care Medicine,2
3,Cultura de los Cuidados,2
3,Current HIV Research,2
3,Current Medicinal Chemistry,2
3,DELOS Desarrollo Local Sostenible,2
3,Diagnostic Cytopathology,2
3,Diseases of the Esophagus,2
3,Drug Metabolism and Personalized Therapy,2
3,Early Human Development,2
3,Educação em Revista,2
3,Enfermagem em Foco,2
3,Estudos de Psicologia (Campinas),2
3,European Heart Journal,2
3,European Journal of Applied Physiology,2
3,European Journal of Pharmacology,2
3,European Journal of Sport Science,2
3,Exploration of Immunology,2
3,Food and Chemical Toxicology,2
3,Frontiers in Aging Neuroscience,2
3,Frontiers in Cardiovascular Medicine,2
3,Frontiers in Microbiology,2
3,Genetics and Molecular Biology,2
3,Global Journal of Health Science,2
3,Hansenologia Internationallis hanseníase e outras doenças infecciosas,2
3,Health and Quality of Life Outcomes,2
3,Hypertension Research,2
3,INVESTIGAÇÃO,2
3,Immunology,2
3,Infection and Immunity,2
3,International Journal for Parasitology,2
3,International Journal of Biological Macromolecules,2
3,International Journal of Gynecological Cancer,2
3,International Journal of Morphology,2
3,International Journal of Nursing Practice,2
3,International Journal of Pediatric Otorhinolaryngology,2
3,JMPHC | Journal of Management & Primary Health Care | ISSN 2179-6750,2
3,JORNAL DE CIÊNCIAS BIOMÉDICAS E SAÚDE,2
3,Journal of Bacteriology & Parasitology,2
3,Journal of Cardiac Arrhythmias,2
3,Journal of Clinical Microbiology,2
3,Journal of Clinical Oncology,2
3,Journal of Clinical Virology,2
3,Journal of Complementary and Integrative Medicine,2
3,Journal of Endodontics,2
3,Journal of Exercise Science & Fitness,2
3,Journal of Indian Society of Periodontology,2
3,Journal of Medical Case Reports,2
3,Journal of Medical and Biosciences Research.,2
3,Journal of Nephrology,2
3,Journal of Neuroscience Methods,2
3,Journal of Nuclear Cardiology,2
3,Journal of Nursing and Health,2
3,Journal of Obstetrics and Gynaecology Canada,2
3,Journal of Oral Pathology and Medicine,2
3,Journal of Oral and Maxillofacial Surgery,2
3,Journal of Pediatric Endocrinology and Metabolism,2
3,Journal of PeriAnesthesia Nursing,2
3,Journal of Perinatal Medicine,2
3,Journal of Personalized Medicine,2
3,Journal of Physical Activity and Health,2
3,Kidney & Blood Pressure Research,2
3,Kidney International,2
3,Molecular Genetics and Metabolism,2
3,Multi-Science Journal,2
3,Nephron Experimental Nephrology,2
3,O Mundo da Saúde,2
3,OMICS A Journal of Integrative Biology,2
3,Online Brazilian Journal of Nursing,2
3,Open Access Journal of Sports Medicine,2
3,Pain Management,2
3,Parasite Immunology,2
3,Pathogens,2
3,Pediatric Research,2
3,Perceptual and Motor Skills,2
3,Perioperative Care and Operating Room Management,2
3,Periódicos Brasil Pesquisa Científica,2
3,Pharmacogenomics,2
3,Pharmacological Reports,2
3,Photodiagnosis and Photodynamic Therapy,2
3,Physiotherapy,2
3,Prostaglandins & Other Lipid Mediators,2
3,Psicologia Saúde & Doenças,2
3,Recent Patents on Anti-Cancer Drug Discovery,2
3,Recent Patents on Endocrine Metabolic & Immune Drug Discovery,2
3,Reme Revista Mineira de Enfermagem,2
3,Research Square (Research Square),2
3,Research in Sports Medicine,2
3,Revista Andaluza de Medicina del Deporte,2
3,Revista Baiana de Enfermagem‏,2
3,Revista Brasileira de Cirurgia Plástica,2
3,Revista Brasileira de Ciência e Movimento,2
3,Revista Brasileira de Ciências da Saúde,2
3,Revista Brasileira de Fisiologia do Exercício,2
3,Revista Brasileira de Medicina de Família e Comunidade,2
3,Revista Brasileira de Pesquisa em Saúde/Brazilian Journal of Health Research,2
3,Revista Chilena de Neurocirugía,2
3,Revista Contemporânea,2
3,Revista Dor,2
3,Revista Psicologia em Pesquisa,2
3,Revista Renome,2
3,Revista Subjetividades,2
3,Revista Sustinere,2
3,Revista Triângulo,2
3,Revista da Associação Médica Brasileira (English Edition),2
3,Revista da SPAGESP,2
3,Revista de Ciências Médicas e Biológicas,2
3,Revista de Medicina,2
3,Revista de Salud Pública,2
3,SMAD Revista Eletrônica Saúde Mental Álcool e Drogas (Edição em Português),2
3,STUDIES IN HEALTH SCIENCES,2
3,Saúde (Santa Maria),2
3,Saúde com,2
3,Saúde e Pesquisa,2
3,Sports Medicine International Open,2
3,Stem Cells International,2
3,Supportive Care in Cancer,2
3,Tissue and Cell,2
3,Topics in Stroke Rehabilitation,2
3,Transfusion,2
3,Transfusion Medicine,2
3,Vaccines,2
3,Vector-Borne and Zoonotic Diseases,2
3,Viral Immunology,2
3,Viruses,2
3,journal of physical education,2
3,ACS Infectious Diseases,1
3,AGE,1
3,AIDS Care,1
3,AIDS Research and Treatment,1
3,AMB Express,1
3,ANAIS DO CONGRESSO SUL-BRASILEIRO DE MEDICINA DE FAMÍLIA E COMUNIDADE,1
3,ANAIS do XLIX Congresso Brasileiro de Educação em Engenharia,1
3,ARCHIVES OF HEALTH INVESTIGATION,1
3,ARQUIVOS BRASILEIROS DE CARDIOLOGIA - IMAGEM CARDIOVASCULAR,1
3,Acta Cytologica,1
3,Acta Parasitologica,1
3,Actas Españolas de Psiquiatría,1
3,Adapted Physical Activity Quarterly,1
3,Advances in Microbiology,1
3,Advances in Pharmacology & Clinical Trials,1
3,Advances in Skin & Wound Care,1
3,Advances in Wound Care,1
3,African Journal of Paediatric Surgery,1
3,Ageing Research Reviews,1
3,Aging & Mental Health,1
3,Aging Clinical and Experimental Research,1
3,Aging Medicine,1
3,Alcohol and Alcoholism,1
3,Alzheimer s & Dementia,1
3,Amazônia Science & Health,1
3,American Journal of Cardiovascular Drugs,1
3,American Journal of Infection Control,1
3,American Journal of Medical Genetics,1
3,American Journal of Medical Genetics Part A,1
3,American Journal of Physical Medicine & Rehabilitation,1
3,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",1
3,American Journal of Public Health,1
3,American Journal of Reproductive Immunology,1
3,Amyloid,1
3,Anais ... Encontro Nacional de Engenharia de Produção/Anais do Encontro Nacional de Engenharia de Produção,1
3,Anais do Congresso Neurocor,1
3,Analytical Letters,1
3,Anatomy & Cell Biology,1
3,Angiology,1
3,Annals of Biomedical Engineering,1
3,Annals of Hepatology,1
3,Annals of Human Biology,1
3,Annals of Medicine and Surgery,1
3,Annals of Nutrition and Metabolism,1
3,Annals of Oncology,1
3,Annals of Physical and Rehabilitation Medicine,1
3,Annals of Translational Medicine,1
3,Annals of the Child Neurology Society,1
3,Annals of the New York Academy of Sciences,1
3,Anti-Cancer Agents in Medicinal Chemistry,1
3,Anti-Inflammatory & Anti-Allergy Agents in Medicinal Chemistry,1
3,Anticancer Research,1
3,Applied Biochemistry and Biotechnology,1
3,Applied Nursing Research,1
3,Apunts Sports Medicine,1
3,Archive of Urological Research,1
3,Archives of Public Health,1
3,Archivos de medicina del deporte: revista de la Federación Española de Medicina del Deporte y de la Confederación Iberoamericana de Medicina del Deporte,1
3,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,1
3,Arquivos Catarinenses de Medicina,1
3,Arquivos de Ciências da Saúde,1
3,Arquivos em Odontologia,1
3,Artery Research,1
3,Asian Journal of Sports Medicine,1
3,Autoimmunity,1
3,Avances en Psicología Latinoamericana,1
3,BMC Immunology,1
3,BMC Musculoskeletal Disorders,1
3,BMC Nutrition,1
3,BMC Oral Health,1
3,BMC Pediatrics,1
3,BMC Sports Science Medicine and Rehabilitation,1
3,BRAD Cases.,1
3,Behavioral Neuroscience,1
3,Beilstein Journal of Nanotechnology,1
3,Biocell,1
3,Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,1
3,Biochimie,1
3,Biologicals,1
3,Biology,1
3,Biology of Sport,1
3,Biomaterials Advances,1
3,Biomedical engineering,1
3,Biomedicine & Pharmacotherapy,1
3,Biomédica,1
3,Biosensors,1
3,Blood,1
3,Blood Cells Molecules and Diseases,1
3,Bone Marrow Transplantation,1
3,Brain Research,1
3,Brazilian Archives of Biology and Technology,1
3,Brazilian Journal of Anesthesiology (Edicion en Espanol),1
3,Brazilian Journal of Microbiology,1
3,Brazilian Journal of Oncology,1
3,Brazilian Journal of Science,1
3,Brazilian Journal of Transplantation,1
3,Brazilian Journal of Veterinary Pathology,1
3,British Journal of Cancer,1
3,British Journal of Clinical Pharmacology,1
3,British Journal of Oral and Maxillofacial Surgery,1
3,British Journal of Pharmacology,1
3,Bulletin of the Chemical Society of Japan,1
3,CABI Publishing eBooks,1
3,CNS Drugs,1
3,Caderno de Educação Física e Esporte,1
3,Cadernos Brasileiros de Terapia Ocupacional ,1
3,Cadernos de Psicologia Social do Trabalho,1
3,Canadian Journal of Gastroenterology and Hepatology,1
3,Canadian Journal of Physiology and Pharmacology,1
3,Cancer Chemotherapy and Pharmacology,1
3,Cancer Immunology Immunotherapy,1
3,Cancers,1
3,Cardiology,1
3,Cardiology and Angiology An International Journal,1
3,Cardiovascular Research,1
3,Case Reports in Clinical Medicine,1
3,Case Reports in Infectious Diseases,1
3,Case Reports in Medicine,1
3,Cellular Immunology,1
3,Chemical Engineering Communications,1
3,Child s Nervous System,1
3,Children,1
3,Chronic Illness,1
3,Ciencia y enfermería/Ciencia y enfermería,1
3,Circulation Research,1
3,Ciência em Movimento,1
3,Clinical & Translational Oncology,1
3,Clinical Autonomic Research,1
3,Clinical Biochemistry,1
3,Clinical Breast Cancer,1
3,Clinical EEG and Neuroscience,1
3,Clinical Endocrinology,1
3,Clinical Epigenetics,1
3,Clinical Genetics,1
3,Clinical Genitourinary Cancer,1
3,Clinical Hypertension,1
3,Clinical Immunology and Immunopathology,1
3,Clinical Interventions in Aging,1
3,Clinical Nursing Research,1
3,Clinical Nutrition,1
3,Clinical Oncology and Research,1
3,Clinical and Diagnostic Laboratory Immunology,1
3,Clinical and Experimental Hypertension,1
3,Clinical and Experimental Medicine,1
3,Clinical and Experimental Pharmacology and Physiology,1
3,Clinical medicine Oncology,1
3,Clocks & Sleep,1
3,Cochrane Database of Systematic Reviews,1
3,Colloquium Vitae,1
3,Coluna/Columna,1
3,Complementary Therapies in Medicine,1
3,Computational and Mathematical Methods in Medicine,1
3,Computers in Biology and Medicine,1
3,Conexões,1
3,Conhecimento & Diversidade,1
3,Contemporary Clinical Trials,1
3,Coronary Artery Disease,1
3,Corpoconsciência,1
3,Creative Education,1
3,Critical Reviews in Microbiology,1
3,Current Atherosclerosis Reports,1
3,Current Issues in Sport Science (CISS),1
3,Current Opinion in Obstetrics & Gynecology,1
3,Current Pharmaceutical Design,1
3,Current Research in Microbial Sciences,1
3,Current Tropical Medicine Reports,1
3,Cytokine,1
3,Dalton Transactions,1
3,Data in Brief,1
3,Debates em Psiquiatria,1
3,Dementia & Neuropsychologia,1
3,Dermatitis,1
3,Development,1
3,Diagnostics,1
3,Digestive Diseases and Sciences,1
3,Disability and Rehabilitation,1
3,Discover Public Health,1
3,Diseases,1
3,Diversidade e Educação,1
3,Drug Metabolism Reviews,1
3,Editora Acadêmica Periodicojs eBooks,1
3,Electrochimica Acta,1
3,Electronic Journal of General Medicine,1
3,Endocrine Pathology,1
3,Engevista,1
3,Environmental Toxicology and Pharmacology,1
3,Epilepsia,1
3,Estilos da Clinica,1
3,European Journal Of Haematology,1
3,European Journal Of Oral Sciences,1
3,European Journal of Cancer,1
3,European Journal of Cancer Care,1
3,European Journal of Cancer Prevention,1
3,European Journal of Gynaecological Oncology,1
3,European Journal of Immunology,1
3,European Journal of Neuroscience,1
3,European Journal of Pediatrics,1
3,European Journal of Pharmaceutical Sciences,1
3,European Journal of Public Health,1
3,Evidence-based Complementary and Alternative Medicine,1
3,Experimental Aging Research,1
3,Experimental Hematology,1
3,Expert Review of Anticancer Therapy,1
3,Food and Nutrition Sciences,1
3,Frontiers in Behavioral Neuroscience,1
3,Frontiers in Medical Technology,1
3,Frontiers in Molecular Biosciences,1
3,Frontiers in Neurology,1
3,Frontiers in Pharmacology,1
3,Frontiers in Sports and Active Living,1
3,Frontiers in Tropical Diseases,1
3,Future Medicinal Chemistry,1
3,Gaceta Sanitaria,1
3,Games for Health Journal,1
3,Geburtshilfe und Frauenheilkunde,1
3,Gender Medicine,1
3,Genes,1
3,Genomics,1
3,Geriatric Nursing,1
3,GeroScience,1
3,Global Spine Journal,1
3,Gynecological Endocrinology,1
3,HIV Research & Clinical Practice,1
3,Haematologica,1
3,Hand,1
3,Headache Medicine/Revista Headache Medicine,1
3,Health Care For Women International,1
3,Healthcare,1
3,Hearing Balance and Communication,1
3,Heart Rhythm,1
3,Hearts,1
3,Heliyon,1
3,HemaSphere,1
3,Hemoglobin,1
3,Holos,1
3,Hormone Research in Paediatrics,1
3,Human Cell,1
3,Hypertension in Pregnancy,1
3,ID on line REVISTA DE PSICOLOGIA,1
3,IEEE Latin America Transactions,1
3,II INTERNATIONAL SEVEN MULTIDISCIPLINARY CONGRESS,1
3,ISRN Obstetrics and Gynecology,1
3,ISRN Oncology,1
3,Immuno,1
3,Immunological Reviews,1
3,Immunotherapy,1
3,Infection Genetics and Evolution,1
3,Infectious Agents and Cancer,1
3,Infectious Diseases in Obstetrics and Gynecology,1
3,Inflammation Research,1
3,Inflammopharmacology,1
3,Injury,1
3,Interface - Comunicação Saúde Educação,1
3,International Archives of Medical Microbiology,1
3,International Archives of Medicine,1
3,International Archives of Otorhinolaryngology,1
3,International Journal for Innovation Education and Research,1
3,International Journal of Advanced Engineering Research and Science,1
3,International Journal of Andrology,1
3,International Journal of COPD,1
3,International Journal of Clinical & Medical Allergy,1
3,International Journal of Clinical Practice,1
3,International Journal of Emergency Medicine,1
3,International Journal of Epidemiology,1
3,International Journal of Experimental Pathology,1
3,International Journal of Gynecology & Obstetrics,1
3,International Journal of Infectious Diseases,1
3,International Journal of Medical Sciences,1
3,International Journal of Nephrology,1
3,International Journal of Nutrology,1
3,International Journal of Public Health,1
3,International Journal of Retina and Vitreous,1
3,International Journal of Therapy and Rehabilitation,1
3,International Journal of Women s Health,1
3,International Surgery,1
3,International Wound Journal,1
3,International braz j urol,1
3,International journal of cardiac imaging,1
3,Investigação Filosófica,1
3,JACC Asia,1
3,JACC: Cardiovascular Interventions,1
3,JAMA,1
3,JBNC - JORNAL BRASILEIRO DE NEUROCIRURGIA,1
3,JCR Journal of Clinical Rheumatology,1
3,JMIR Public Health and Surveillance,1
3,Jornal de Pediatria (Versão em Português),1
3,Jornal de Pneumologia,1
3,Journal Archives of Health,1
3,Journal Of Clinical Periodontology,1
3,Journal of Alzheimer s Disease,1
3,Journal of Applied Pharmaceutical Science,1
3,Journal of Assisted Reproduction and Genetics,1
3,Journal of Biologically Active Products from Nature,1
3,Journal of Biomedical Research & Environmental Sciences,1
3,Journal of Biomedical Science,1
3,Journal of Cancer Research and Therapeutics,1
3,Journal of Cardiovascular Imaging,1
3,Journal of Central Nervous System Disease,1
3,Journal of Chemical Information and Modeling,1
3,Journal of Chemistry,1
3,Journal of Clinical Medicine,1
3,Journal of Controlled Release,1
3,Journal of Cytology & Histology,1
3,Journal of Data Science,1
3,Journal of Diabetes Mellitus,1
3,Journal of Drug Issues,1
3,Journal of Endometriosis and Pelvic Pain Disorders,1
3,Journal of Epidemiology & Community Health,1
3,Journal of Epilepsy and Clinical Neurophysiology,1
3,Journal of Exercise Rehabilitation,1
3,Journal of Functional Morphology and Kinesiology,1
3,Journal of Geographical Systems,1
3,Journal of Glaucoma,1
3,Journal of Hand Therapy,1
3,Journal of Health Sciences,1
3,Journal of Hepatology,1
3,Journal of Hospital Infection,1
3,Journal of Human Growth and Development,1
3,Journal of Human Sport and Exercise,1
3,Journal of Integrative Cardiology,1
3,Journal of Intensive Care Medicine,1
3,Journal of Interferon & Cytokine Research,1
3,Journal of Medical Microbiology,1
3,Journal of Medical Ultrasound,1
3,Journal of Medical and Health Studies,1
3,Journal of Molecular Structure,1
3,Journal of Motor Behavior,1
3,Journal of Movement & Health,1
3,Journal of Neuro-Oncology,1
3,Journal of Neurology,1
3,Journal of Neurosurgical Sciences,1
3,Journal of Nursing Education and Practice,1
3,Journal of Nursing Measurement,1
3,Journal of Pharmacological Sciences,1
3,Journal of Population Ageing,1
3,Journal of Sport and Health Research,1
3,Journal of Surgical Case Reports,1
3,Journal of Survey Statistics and Methodology,1
3,Journal of The Royal Society Interface,1
3,Journal of Trace Elements in Medicine and Biology,1
3,Journal of Transplantation,1
3,Journal of Turkish Society of Obstetric and Gynecology,1
3,Journal of Ultrasonography,1
3,Journal of Ultrasound in Medicine,1
3,Journal of Vascular Nursing,1
3,Journal of Veterinary Emergency and Critical Care,1
3,Journal of diagnostic medical sonography,1
3,Journal of obstetrics and gynaecology research,1
3,Journal of the American Geriatrics Society,1
3,Journal of the American Society of Nephrology,1
3,Journal of the International Association of Providers of AIDS Care (JIAPAC),1
3,Journal of the Peripheral Nervous System,1
3,LUMEN ET VIRTUS,1
3,Lara D. Veeken,1
3,Lecturas: Educación física y deportes,1
3,Linhas Crí­ticas,1
3,MOJ Ecology & Environmental Sciences,1
3,MOJ Orthopedics & Rheumatology,1
3,Mandrágora,1
3,Medical Microbiology and Immunology,1
3,Medical Ultrasonography,1
3,Medicine,1
3,Melanoma Research,1
3,Mental Illness,1
3,Metabolites,1
3,Metodologias e Aprendizado,1
3,Microbes and Infection,1
3,Microbial Genomics,1
3,Microbial Pathogenesis,1
3,Microorganisms,1
3,Minerva Cardiology and Angiology,1
3,Minerva Dental and Oral Science,1
3,Minerva Obstetrics and Gynecology,1
3,Molecular Genetics and Metabolism Reports,1
3,Molecular Medicine,1
3,Molecular Metabolism,1
3,Molecular and Cellular Biochemistry,1
3,Molecular and Cellular Endocrinology,1
3,Motricidade,1
3,Movimenta (ISSN 1984-4298),1
3,Muscles,1
3,Nature Communications,1
3,Nephrology,1
3,Neurology,1
3,Neurology India,1
3,Neuropsychobiology,1
3,Neurosurgery,1
3,Neurosurgical Review,1
3,New Journal of Chemistry,1
3,Nuclear Receptor Research,1
3,Nucleus Animalium,1
3,Nurse Educator,1
3,Nursing Edição Brasileira,1
3,Nutrients,1
3,Nutrire,1
3,Nutrition,1
3,Nutrition & Food Science,1
3,OBSERVATÓRIO DE LA ECONOMÍA LATINOAMERICANA,1
3,OTJR Occupational Therapy Journal of Research,1
3,Obesity Research & Clinical Practice,1
3,Obesity Surgery,1
3,Obstetrics & Gynecology Science,1
3,Obstetrics and Gynecology International,1
3,Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,1
3,Oxidative Medicine and Cellular Longevity,1
3,PM&R,1
3,Paidéia (Ribeirão Preto),1
3,Pain Management Nursing,1
3,Parasites & Vectors,1
3,Parasitologia,1
3,Pathobiology,1
3,Pathogens and Global Health,1
3,Pathologica,1
3,Pathology & Oncology Research,1
3,Pathophysiology,1
3,Pediatric Cardiology,1
3,Pediatric and Developmental Pathology,1
3,Pensar a Prática,1
3,Personalized Medicine,1
3,Perspectivas em Psicologia,1
3,Pflügers Archiv - European Journal of Physiology,1
3,Pharmaceutical science.,1
3,Pharmaceuticals,1
3,Pharmacological Research,1
3,Pharmacology Biochemistry and Behavior,1
3,Philosophical Transactions of the Royal Society B Biological Sciences,1
3,Photobiomodulation Photomedicine and Laser Surgery,1
3,Photomedicine and Laser Surgery,1
3,Physical Therapy,1
3,Physiological Measurement,1
3,Physiotherapy Theory and Practice,1
3,Placenta,1
3,Planta Medica,1
3,Polyhedron,1
3,Portuguese Journal of Public Health,1
3,Preventive Medicine Reports,1
3,Proceedings of the National Academy of Sciences,1
3,Psico-USF,1
3,Psicologia & Sociedade,1
3,Psicologia - Teoria e Prática,1
3,Psicologia e Saúde em Debate,1
3,Psychiatry Research,1
3,Public Health Nutrition,1
3,RBPFEX - Revista Brasileira de Prescrição e Fisiologia do Exercício,1
3,RECISATEC - REVISTA CIENTÍFICA SAÚDE E TECNOLOGIA - ISSN 2763-8405,1
3,Radiation Protection Dosimetry,1
3,Radiographics,1
3,Recital - Revista de Educação Ciência e Tecnologia de Almenara/MG,1
3,Rehabilitation Research and Practice,1
3,Relatos de Casos Cirúrgicos do Colégio Brasileiro de Cirurgiões,1
3,Renal Failure,1
3,Reproductive Toxicology,1
3,Residência Pediátrica,1
3,Respiratory Medicine,1
3,Retos,1
3,Revista Baiana Saúde Pública,1
3,Revista Brasileira de Cannabis,1
3,Revista Brasileira de Ciência Tecnologia e Inovação,1
3,Revista Brasileira de Ciências Ambientais,1
3,Revista Brasileira de Ciências do Esporte,1
3,Revista Brasileira de Educação Física e Esporte,1
3,Revista Brasileira de Educação Médica,1
3,Revista Brasileira de Estudos de População,1
3,Revista Brasileira de Extensão Universitária,1
3,Revista Brasileira de Medicina do Trabalho,1
3,Revista Brasileira de Patologia do Trato Genital Inferior,1
3,Revista Brasileira de Qualidade de Vida,1
3,Revista CEFAC,1
3,Revista CPAQV - Centro de Pesquisas Avançadas em Qualidade de Vida,1
3,Revista CUIDARTE,1
3,Revista Cereus,1
3,Revista Ciência em Extensão,1
3,Revista Eletrônica Acervo Enfermagem,1
3,Revista Enfil,1
3,Revista Ibero-Americana de Estudos em Educação,1
3,Revista Iberoamericana de Diagnóstico y Evaluación - e Avaliação Psicológica,1
3,Revista Iberoamericana de Micología,1
3,Revista Interação Interdisciplinar.,1
3,Revista JRG de Estudos Acadêmicos,1
3,Revista Multidisciplinar do Nordeste Mineiro,1
3,Revista Nova Paideia - Revista Interdisciplinar em Educação e Pesquisa,1
3,Revista Paulista de Pediatria (English Edition),1
3,Revista Paulista de Reumatologia,1
3,Revista Pesquisa em Fisioterapia,1
3,Revista Portuguesa de Cardiologia,1
3,Revista Portuguesa de Cardiologia (English Edition),1
3,Revista Portuguesa de Enfermagem de Saúde Mental,1
3,Revista Prevenção de Infecção e Saúde,1
3,Revista Recien,1
3,Revista Sobecc,1
3,Revista Uningá,1
3,Revista Valore,1
3,Revista chilena de nutrición,1
3,Revista da SBPH,1
3,Revista de Casos e Consultoria,1
3,Revista de Ciência Veterinária e Saúde Pública,1
3,Revista de Ciências Médicas,1
3,Revista de Ciências da Saúde Nova Esperança,1
3,Revista de Educação Popular,1
3,Revista de Enfermagem Referência,1
3,Revista de Enfermagem da UFPI,1
3,Revista de Ensino de Biologia da SBEnBio,1
3,Revista de Estudos Interdisciplinares,1
3,Revista de Extensão,1
3,Revista de Iniciação Científica,1
3,Revista de Nutrição,1
3,Revista de Patologia do Tocantins,1
3,Revista interdisciplinar em saúde,1
3,Robotics,1
3,Royal Society Open Science,1
3,Saber Científico (1982-792X),1
3,Salud Mental,1
3,Saudi Journal of Kidney Diseases and Transplantation,1
3,Saúde e Sociedade,1
3,Saúde em Debate,1
3,Science & Sports,1
3,Scire Salutis,1
3,Sclerosis,1
3,Sechenov Medical Journal,1
3,Semina Ciências Agrárias,1
3,Semina Ciências Biológicas e da Saúde,1
3,Seminars in Cell and Developmental Biology,1
3,Seminars in Ultrasound CT and MRI,1
3,Serviço Social em Revista,1
3,Sports,1
3,Sports Medicine and Health Science,1
3,Stem Cell Reviews and Reports,1
3,Steroids,1
3,Stress and Health,1
3,Stroke,1
3,Surgical Endoscopy,1
3,Surgical Neurology International,1
3,Talanta,1
3,Temas em Educação e Saúde,1
3,The Cleft Palate-Craniofacial Journal,1
3,The International Journal of Cardiovascular Imaging,1
3,The International Journal of Tuberculosis and Lung Disease,1
3,The Journal of Clinical Endocrinology & Metabolism,1
3,The Journal of Comparative Neurology,1
3,The Journal of Experimental Medicine,1
3,The Journal of Obstetrics and Gynecology of India,1
3,The Journal of Physical Chemistry B,1
3,The Journal of Rheumatology,1
3,The Journal of Vascular Access,1
3,The Lancet Infectious Diseases,1
3,The Neurologist,1
3,The Open Allergy Journal,1
3,The Open Virology Journal,1
3,The Scientific World JOURNAL,1
3,The Ultrasound Journal,1
3,Therapeutic Hypothermia and Temperature Management,1
3,Theriogenology,1
3,Thrombosis and Haemostasis,1
3,Thyroid,1
3,Ticks and Tick-borne Diseases,1
3,Toxicology and Applied Pharmacology,1
3,Toxins,1
3,Transfusion Medicine Reviews,1
3,Transplant Infectious Disease,1
3,Trends in Parasitology,1
3,Trials,1
3,Tropical Medicine and Infectious Disease,1
3,Tuberculosis,1
